clusterId	category	synthetic	resolvedType	clusterCount	clusterDesc
5	SIMPLE	false	DEL	1	DEL
6	SIMPLE	false	DEL	1	DEL
7	SIMPLE	false	DUP	1	DUP
8	SIMPLE	false	DEL	1	DEL
9	SIMPLE	false	UNBAL_TRANS	1	BND
10	SIMPLE	false	DEL	1	DEL
11	SIMPLE	false	DEL	1	DEL
12	SIMPLE	false	DEL	1	DEL
13	SIMPLE	false	DUP	1	DUP
14	SIMPLE	false	DEL	1	DEL
15	SIMPLE	false	DEL	1	DEL
16	SIMPLE	false	DEL	1	DEL
18	SIMPLE	false	DEL	1	DEL
19	SIMPLE	false	DUP	1	DUP
20	SIMPLE	false	DEL	1	DEL
21	SIMPLE	false	DEL	1	DEL
22	SIMPLE	false	DEL	1	DEL
23	SIMPLE	false	DEL	1	DEL
24	INCOMPLETE	false	INF	1	INF
25	INCOMPLETE	false	PAIR_OTHER	2	BND=2
26	SIMPLE	false	DUP	1	DUP
27	SIMPLE	false	DEL	1	DEL
28	SIMPLE	false	DUP	1	DUP
29	SIMPLE	false	DUP	1	DUP
30	SIMPLE	false	DEL	1	DEL
31	SIMPLE	false	DEL	1	DEL
32	SIMPLE	false	DEL	1	DEL
33	SIMPLE	false	DEL	1	DEL
34	SIMPLE	false	DEL	1	DEL
35	SIMPLE	false	DEL	1	DEL
36	SIMPLE	false	DEL	1	DEL
37	SIMPLE	false	DEL	1	DEL
38	INCOMPLETE	false	PAIR_OTHER	2	INF=1_INV=1
39	SIMPLE	false	DEL	1	DEL
40	SIMPLE	false	DEL	1	DEL
41	SIMPLE	false	DEL	1	DEL
42	SIMPLE	false	DEL	1	DEL
43	SIMPLE	false	DEL	1	DEL
44	SIMPLE	false	DEL	1	DEL
45	SIMPLE	false	DEL	1	DEL
46	SIMPLE	false	DEL	1	DEL
101	COMPLEX	false	COMPLEX	3	BND=2_INV=1
49	SIMPLE	false	DEL	1	DEL
50	SIMPLE	false	DEL	1	DEL
51	SIMPLE	false	DEL	1	DEL
52	SIMPLE	false	DEL	1	DEL
53	SIMPLE	false	DEL	1	DEL
54	INCOMPLETE	false	SGL	1	SGL
55	SIMPLE	false	DUP	1	DUP
56	SIMPLE	false	DEL	1	DEL
57	SIMPLE	false	DEL	1	DEL
58	SIMPLE	false	DEL	1	DEL
59	SIMPLE	false	DEL	1	DEL
60	INSERTION	false	LINE	2	SGL=2
61	SIMPLE	false	DUP	1	DUP
62	SIMPLE	false	DUP	1	DUP
63	SIMPLE	false	DUP	1	DUP
64	SIMPLE	false	DUP	1	DUP
65	SIMPLE	false	DEL	1	DEL
66	SIMPLE	false	DEL	1	DEL
67	SIMPLE	false	DEL	1	DEL
68	INCOMPLETE	false	INV	1	INV
69	INSERTION	false	LINE	2	SGL=2
70	COMPLEX	false	COMPLEX	3	INV=2_SGL=1
71	SIMPLE	false	DEL	1	DEL
72	SIMPLE	false	DEL	1	DEL
73	SIMPLE	false	DEL	1	DEL
74	INCOMPLETE	false	INF	1	INF
76	RECIPROCAL	false	RESOLVED_FOLDBACK	2	INV=2
77	SIMPLE	false	DUP	1	DUP
78	RECIPROCAL	false	RESOLVED_FOLDBACK	2	INV=2
79	SIMPLE	false	DEL	1	DEL
80	INSERTION	false	LINE	2	SGL=2
81	SIMPLE	false	DUP	1	DUP
82	SIMPLE	false	DEL	1	DEL
83	SIMPLE	false	DEL	1	DEL
84	SIMPLE	false	DUP	1	DUP
85	SIMPLE	false	DUP	1	DUP
86	SIMPLE	false	DUP	1	DUP
87	SIMPLE	false	DEL	1	DEL
88	SIMPLE	false	DEL	1	DEL
89	SIMPLE	false	DUP	1	DUP
90	SIMPLE	false	DEL	1	DEL
91	SIMPLE	false	DEL	1	DEL
92	INCOMPLETE	false	INF	1	INF
93	SIMPLE	false	DEL	1	DEL
94	SIMPLE	false	DEL	1	DEL
95	SIMPLE	false	SGL_PAIR_INS	2	SGL=2
96	SIMPLE	false	DEL	1	DEL
97	SIMPLE	false	DEL	1	DEL
98	SIMPLE	false	DEL	1	DEL
99	SIMPLE	false	DUP	1	DUP
100	SIMPLE	false	DEL	1	DEL
102	RECIPROCAL	false	RECIP_INV_DEL_DUP	2	INV=2
103	INCOMPLETE	false	INV	1	INV
104	INSERTION	false	LINE	2	INF=1_SGL=1
105	SIMPLE	false	DUP	1	DUP
106	SIMPLE	false	DEL	1	DEL
107	SIMPLE	false	DEL	1	DEL
108	SIMPLE	false	DEL	1	DEL
109	SIMPLE	false	DUP	1	DUP
110	SIMPLE	false	DEL	1	DEL
111	SIMPLE	false	DUP	1	DUP
112	SIMPLE	false	DUP	1	DUP
113	INSERTION	false	LINE	2	SGL=2
114	INCOMPLETE	false	INF	1	INF
115	SIMPLE	false	DEL	1	DEL
116	SIMPLE	false	DUP	1	DUP
117	INCOMPLETE	false	PAIR_OTHER	2	INV=1_SGL=1
0	ARTIFACT	false	LOW_VAF	1	BND
1	ARTIFACT	false	PAIR_INF	1	INF
2	ARTIFACT	false	PAIR_INF	1	INF
3	ARTIFACT	false	PAIR_INF	1	INF
4	ARTIFACT	false	PAIR_INF	1	INF
