clusterId	category	synthetic	resolvedType	clusterCount	clusterDesc
288	INCOMPLETE	false	PAIR_OTHER	2	INF=2
289	SIMPLE	false	DUP	1	DUP
291	SIMPLE	false	DUP	1	DUP
292	COMPLEX	false	COMPLEX	3	BND=1_DUP=1_INF=1
294	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_INF=1
295	INCOMPLETE	false	INF	1	INF
296	SIMPLE	false	DEL	1	DEL
297	SIMPLE	false	DUP	1	DUP
298	INCOMPLETE	false	INF	1	INF
299	INCOMPLETE	false	INF	1	INF
302	INCOMPLETE	false	INF	1	INF
303	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_INF=1
304	SIMPLE	false	DUP	1	DUP
305	INCOMPLETE	false	INF	1	INF
306	SIMPLE	false	DUP	1	DUP
307	INCOMPLETE	false	INF	1	INF
308	SIMPLE	false	DUP	1	DUP
314	SIMPLE	false	DUP	1	DUP
315	SIMPLE	false	DUP	1	DUP
316	SIMPLE	false	DUP	1	DUP
317	SIMPLE	false	DUP	1	DUP
318	INCOMPLETE	false	PAIR_OTHER	2	BND=1_INF=1
319	SIMPLE	false	DUP	1	DUP
320	INCOMPLETE	false	INF	1	INF
321	SIMPLE	false	DUP	1	DUP
322	SIMPLE	false	DUP	1	DUP
323	INCOMPLETE	false	INF	1	INF
324	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_INF=1
327	INCOMPLETE	false	PAIR_OTHER	2	INF=2
328	SIMPLE	false	DUP	1	DUP
330	RECIPROCAL	true	RECIP_TRANS_DUPS	3	BND=2_INV=1
332	COMPLEX	false	COMPLEX	3	INF=2_INV=1
334	INCOMPLETE	false	INF	1	INF
335	SIMPLE	false	DUP	1	DUP
336	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_INF=1
337	SIMPLE	false	DUP	1	DUP
338	SIMPLE	false	DUP	1	DUP
339	COMPLEX	false	COMPLEX	6	BND=2_DEL=1_DUP=2_INF=1
341	INCOMPLETE	false	PAIR_OTHER	2	INF=2
342	SIMPLE	false	DUP	1	DUP
344	SIMPLE	false	DUP	1	DUP
345	SIMPLE	false	DUP	1	DUP
347	SIMPLE	false	DUP	1	DUP
348	INCOMPLETE	false	INV	1	INV
349	INCOMPLETE	false	PAIR_OTHER	2	INF=2
350	SIMPLE	false	DUP	1	DUP
351	SIMPLE	false	DUP	1	DUP
352	INCOMPLETE	false	INF	1	INF
353	INCOMPLETE	false	INF	1	INF
354	INCOMPLETE	false	INF	1	INF
355	INCOMPLETE	false	INF	1	INF
356	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_INF=1
357	SIMPLE	false	DUP	1	DUP
358	SIMPLE	false	DUP	1	DUP
359	SIMPLE	false	DUP	1	DUP
360	SIMPLE	false	DUP	1	DUP
361	RECIPROCAL	false	RECIP_INV_DUPS	2	INV=2
363	SIMPLE	false	DUP	1	DUP
364	INCOMPLETE	false	INF	1	INF
365	SIMPLE	false	DUP	1	DUP
366	SIMPLE	false	DUP	1	DUP
367	INCOMPLETE	false	INF	1	INF
368	SIMPLE	false	DUP	1	DUP
369	SIMPLE	false	DUP	1	DUP
370	INCOMPLETE	false	INF	1	INF
371	SIMPLE	false	DUP	1	DUP
372	SIMPLE	false	DUP	1	DUP
373	SIMPLE	false	DUP	1	DUP
374	SIMPLE	false	DEL	1	DEL
375	COMPLEX	false	COMPLEX	3	BND=2_DUP=1
376	SIMPLE	false	DUP	1	DUP
378	SIMPLE	false	DUP	1	DUP
386	COMPLEX	false	COMPLEX	3	BND=3
380	SIMPLE	false	DUP	1	DUP
381	SIMPLE	false	DEL	1	DEL
383	TEMPLATED_INSERTION	false	UNBAL_TRANS_TI	2	BND=1_INV=1
384	SIMPLE	false	DUP	1	DUP
385	SIMPLE	false	DEL	1	DEL
387	SIMPLE	false	DUP	1	DUP
388	SIMPLE	false	DUP	1	DUP
389	SIMPLE	false	DUP	1	DUP
390	SIMPLE	false	DUP	1	DUP
391	SIMPLE	false	DUP	1	DUP
392	SIMPLE	false	DUP	1	DUP
393	SIMPLE	false	DUP	1	DUP
395	INCOMPLETE	false	PAIR_OTHER	2	BND=1_INF=1
396	SIMPLE	true	DUP	2	BND=2
397	SIMPLE	false	DUP	1	DUP
398	SIMPLE	false	DEL	1	DEL
399	COMPLEX	false	COMPLEX	3	BND=2_INF=1
