clusterId	category	synthetic	resolvedType	clusterCount	clusterDesc
13	SIMPLE	false	DEL	1	DEL
14	SIMPLE	false	DUP	1	DUP
16	COMPLEX	false	COMPLEX	142	BND=4_DEL=40_DUP=31_INV=65_SGL=2
21	SIMPLE	false	DEL	1	DEL
22	SIMPLE	false	DEL	1	DEL
23	INCOMPLETE	false	SGL	1	SGL
25	SIMPLE	false	DUP	1	DUP
26	RECIPROCAL	true	RECIP_TRANS_DUPS	3	BND=2_INV=1
90	COMPLEX	false	COMPLEX	3	BND=2_INV=1
28	SIMPLE	false	DEL	1	DEL
34	SIMPLE	false	DEL	1	DEL
36	INCOMPLETE	false	PAIR_OTHER	2	DEL=1_INV=1
37	SIMPLE	false	DUP	1	DUP
38	SIMPLE	false	DEL	1	DEL
39	SIMPLE	false	DEL	1	DEL
40	COMPLEX	false	COMPLEX	6	BND=2_DEL=1_INV=3
42	SIMPLE	true	UNBAL_TRANS	2	DEL=1_INV=1
45	INCOMPLETE	false	INF	1	INF
46	SIMPLE	false	DEL	1	DEL
47	SIMPLE	false	DEL	1	DEL
48	SIMPLE	false	DEL	1	DEL
49	COMPLEX	false	COMPLEX	4	BND=2_DEL=1_DUP=1
50	SIMPLE	false	DEL	1	DEL
51	SIMPLE	true	DEL	2	INV=2
32	COMPLEX	false	COMPLEX	5	BND=2_DEL=2_SGL=1
53	SIMPLE	false	DUP	1	DUP
54	SIMPLE	false	DUP	1	DUP
56	RECIPROCAL	true	RECIP_TRANS	3	BND=2_INV=1
57	INCOMPLETE	false	INF	1	INF
58	SIMPLE	false	DEL	1	DEL
59	SIMPLE	false	DEL	1	DEL
60	INCOMPLETE	false	INF	1	INF
65	COMPLEX	false	COMPLEX	26	DEL=8_DUP=5_INF=2_INV=11
84	SIMPLE	false	DUP	1	DUP
85	INCOMPLETE	false	INV	1	INV
15	COMPLEX	false	COMPLEX	3	BND=1_DEL=1_INV=1
87	SIMPLE	false	DEL	1	DEL
88	SIMPLE	false	DEL	1	DEL
89	SIMPLE	false	DUP	1	DUP
91	INCOMPLETE	false	INV	1	INV
92	INCOMPLETE	false	INF	1	INF
93	SIMPLE	false	DUP	1	DUP
94	SIMPLE	true	UNBAL_TRANS	2	BND=1_INV=1
95	SIMPLE	false	DEL	1	DEL
96	COMPLEX	false	COMPLEX	3	DEL=1_INV=2
99	SIMPLE	false	DUP	1	DUP
103	SIMPLE	false	DEL	1	DEL
104	INCOMPLETE	false	SGL	1	SGL
106	SIMPLE	false	DEL	1	DEL
107	SIMPLE	false	DUP	1	DUP
100	COMPLEX	false	COMPLEX	16	BND=1_DEL=3_DUP=2_INF=2_INV=5_SGL=3
116	SIMPLE	false	DUP	1	DUP
118	INCOMPLETE	false	INF	1	INF
119	SIMPLE	false	DUP	1	DUP
120	SIMPLE	false	DEL	1	DEL
121	SIMPLE	false	DUP	1	DUP
122	SIMPLE	false	SGL_PAIR_INS	2	INF=1_SGL=1
123	SIMPLE	false	DUP	1	DUP
0	ARTIFACT	false	PAIR_INF	1	INF
1	ARTIFACT	false	PAIR_INF	1	INF
2	ARTIFACT	false	PAIR_INF	1	INF
3	ARTIFACT	false	PAIR_INF	1	INF
4	ARTIFACT	false	PAIR_INF	1	INF
5	ARTIFACT	false	PAIR_INF	1	INF
6	ARTIFACT	false	LOW_VAF	1	BND
7	ARTIFACT	false	PAIR_INF	1	INF
8	ARTIFACT	false	LOW_VAF	1	BND
9	ARTIFACT	false	PAIR_INF	1	INF
10	ARTIFACT	false	PAIR_INF	1	INF
11	ARTIFACT	false	PAIR_INF	1	INF
12	ARTIFACT	false	LOW_VAF	1	BND
