clusterId	category	synthetic	resolvedType	clusterCount	clusterDesc
19	RECIPROCAL	false	FB_INV_PAIR	2	INV=2
21	SIMPLE	false	DUP	1	DUP
23	TEMPLATED_INSERTION	false	UNBAL_TRANS_TI	2	BND=1_DUP=1
24	SIMPLE	false	DUP	1	DUP
25	INCOMPLETE	false	SGL	1	SGL
26	SIMPLE	false	DUP	1	DUP
27	SIMPLE	false	DUP	1	DUP
31	COMPLEX	false	COMPLEX	4	BND=2_DUP=1_INV=1
29	SIMPLE	false	DUP	1	DUP
30	SIMPLE	false	DUP	1	DUP
33	SIMPLE	false	DUP	1	DUP
35	SIMPLE	false	DUP	1	DUP
36	SIMPLE	false	DUP	1	DUP
37	SIMPLE	false	DUP	1	DUP
38	SIMPLE	false	DUP	1	DUP
39	SIMPLE	false	DUP	1	DUP
41	SIMPLE	false	DUP	1	DUP
42	SIMPLE	false	DUP	1	DUP
43	INCOMPLETE	false	PAIR_OTHER	2	BND=2
47	SIMPLE	false	DUP	1	DUP
48	SIMPLE	false	DUP	1	DUP
49	SIMPLE	false	DUP	1	DUP
50	SIMPLE	false	DUP	1	DUP
51	SIMPLE	false	DEL	1	DEL
52	SIMPLE	false	DEL	1	DEL
53	SIMPLE	false	DUP	1	DUP
54	INCOMPLETE	true	SGL	2	INV=1_SGL=1
55	SIMPLE	false	DUP	1	DUP
56	INCOMPLETE	false	INF	1	INF
57	SIMPLE	false	DUP	1	DUP
58	SIMPLE	false	DEL	1	DEL
59	SIMPLE	false	DUP	1	DUP
60	SIMPLE	false	DUP	1	DUP
61	SIMPLE	false	DEL	1	DEL
62	SIMPLE	false	DUP	1	DUP
63	SIMPLE	false	DUP	1	DUP
64	SIMPLE	false	DUP	1	DUP
65	SIMPLE	false	DUP	1	DUP
67	RECIPROCAL	true	FB_INV_PAIR	5	DUP=1_INV=4
69	SIMPLE	false	DUP	1	DUP
71	SIMPLE	false	DUP	1	DUP
72	SIMPLE	false	DUP	1	DUP
74	SIMPLE	false	DUP	1	DUP
76	COMPLEX	false	COMPLEX	5	DUP=2_INF=1_INS=1_SGL=1
79	SIMPLE	false	DUP	1	DUP
80	SIMPLE	false	DUP	1	DUP
81	SIMPLE	true	DUP	3	DUP=1_INV=2
82	SIMPLE	false	UNBAL_TRANS	1	BND
83	SIMPLE	false	DUP	1	DUP
84	SIMPLE	true	UNBAL_TRANS	2	BND=1_DUP=1
85	SIMPLE	false	DEL	1	DEL
87	SIMPLE	false	DUP	1	DUP
88	RECIPROCAL	false	RECIP_INV_DUPS	2	INV=2
90	COMPLEX	false	COMPLEX	4	DEL=1_DUP=1_INV=2
91	SIMPLE	false	DUP	1	DUP
92	SIMPLE	false	DUP	1	DUP
93	SIMPLE	false	DUP	1	DUP
95	SIMPLE	false	DUP	1	DUP
96	SIMPLE	false	DUP	1	DUP
97	COMPLEX	false	COMPLEX	6	DEL=1_DUP=3_INV=2
98	SIMPLE	false	DUP	1	DUP
99	SIMPLE	false	DUP	1	DUP
100	INCOMPLETE	false	PAIR_OTHER	2	BND=2
105	SIMPLE	false	DUP	1	DUP
106	SIMPLE	false	DEL	1	DEL
109	SIMPLE	false	DUP	1	DUP
110	SIMPLE	false	DUP	1	DUP
111	SIMPLE	false	DUP	1	DUP
112	SIMPLE	false	DUP	1	DUP
113	RECIPROCAL	false	RECIP_TRANS_DUPS	2	BND=2
115	SIMPLE	false	DUP	1	DUP
116	SIMPLE	false	DEL	1	DEL
117	SIMPLE	false	DEL	1	DEL
118	SIMPLE	false	DUP	1	DUP
107	COMPLEX	false	COMPLEX	11	BND=6_DUP=3_INF=1_INS=1
120	SIMPLE	false	SGL_PAIR_DUP	2	INF=1_SGL=1
122	SIMPLE	false	DUP	1	DUP
123	SIMPLE	false	DUP	1	DUP
124	SIMPLE	false	DUP	1	DUP
125	SIMPLE	false	DUP	1	DUP
126	SIMPLE	true	DUP	2	DEL=1_DUP=1
128	SIMPLE	false	DUP	1	DUP
129	SIMPLE	false	DUP	1	DUP
130	SIMPLE	false	DUP	1	DUP
132	SIMPLE	true	DUP	2	DEL=1_DUP=1
133	SIMPLE	false	DUP	1	DUP
134	SIMPLE	false	DUP	1	DUP
136	SIMPLE	false	DEL	1	DEL
137	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_SGL=1
138	COMPLEX	false	COMPLEX	3	INV=3
141	SIMPLE	false	DUP	1	DUP
142	SIMPLE	false	DUP	1	DUP
143	SIMPLE	false	DUP	1	DUP
144	SIMPLE	false	DUP	1	DUP
145	SIMPLE	false	DUP	1	DUP
146	SIMPLE	false	DUP	1	DUP
147	SIMPLE	false	DUP	1	DUP
148	INCOMPLETE	false	INV	1	INV
149	SIMPLE	false	DUP	1	DUP
151	SIMPLE	false	DUP	1	DUP
152	SIMPLE	false	DUP	1	DUP
153	SIMPLE	false	DUP	1	DUP
154	SIMPLE	false	UNBAL_TRANS	1	BND
155	INCOMPLETE	false	SGL	1	SGL
156	SIMPLE	false	DUP	1	DUP
157	SIMPLE	false	DUP	1	DUP
158	SIMPLE	false	DUP	1	DUP
159	COMPLEX	false	COMPLEX	3	BND=2_DUP=1
160	SIMPLE	false	DUP	1	DUP
161	SIMPLE	false	DUP	1	DUP
162	COMPLEX	false	COMPLEX	9	DEL=1_DUP=2_INV=6
163	SIMPLE	false	DEL	1	DEL
164	SIMPLE	false	DUP	1	DUP
166	SIMPLE	false	DUP	1	DUP
167	SIMPLE	false	DUP	1	DUP
168	SIMPLE	false	DUP	1	DUP
169	SIMPLE	false	DUP	1	DUP
170	SIMPLE	false	DUP	1	DUP
171	RECIPROCAL	false	RECIP_INV	2	INV=2
172	SIMPLE	false	DUP	1	DUP
174	SIMPLE	true	DUP	2	DEL=1_DUP=1
175	SIMPLE	false	DUP	1	DUP
177	SIMPLE	false	DUP	1	DUP
178	SIMPLE	false	DUP	1	DUP
179	SIMPLE	false	DUP	1	DUP
180	SIMPLE	false	DUP	1	DUP
181	SIMPLE	false	DUP	1	DUP
183	COMPLEX	false	COMPLEX	3	DEL=2_DUP=1
184	SIMPLE	false	DUP	1	DUP
185	COMPLEX	false	COMPLEX	12	BND=2_DEL=2_DUP=3_INV=4_SGL=1
191	SIMPLE	false	DUP	1	DUP
192	SIMPLE	false	UNBAL_TRANS	1	BND
193	SIMPLE	false	DUP	1	DUP
195	SIMPLE	false	DUP	1	DUP
196	SIMPLE	false	DUP	1	DUP
197	COMPLEX	false	COMPLEX	3	DEL=1_DUP=2
198	SIMPLE	false	DUP	1	DUP
200	SIMPLE	true	DUP	4	BND=2_DEL=2
202	SIMPLE	true	DUP	2	DEL=1_DUP=1
203	RECIPROCAL	false	RECIP_TRANS_DUPS	2	BND=2
204	SIMPLE	false	DUP	1	DUP
206	SIMPLE	false	DUP	1	DUP
207	SIMPLE	false	DUP	1	DUP
208	SIMPLE	false	DUP	1	DUP
209	SIMPLE	false	DUP	1	DUP
210	SIMPLE	false	DUP	1	DUP
211	SIMPLE	false	DUP	1	DUP
212	SIMPLE	false	DUP	1	DUP
213	SIMPLE	false	DUP	1	DUP
214	SIMPLE	true	DUP	2	BND=2
215	SIMPLE	false	DUP	1	DUP
216	SIMPLE	false	DUP	1	DUP
217	SIMPLE	false	DUP	1	DUP
218	COMPLEX	false	COMPLEX	3	BND=2_DUP=1
219	SIMPLE	false	DUP	1	DUP
220	SIMPLE	false	DUP	1	DUP
221	SIMPLE	false	DUP	1	DUP
222	RECIPROCAL	false	RECIP_INV_DUPS	2	INV=2
224	COMPLEX	false	COMPLEX	3	INF=2_INV=1
226	SIMPLE	false	DUP	1	DUP
228	SIMPLE	true	DUP	3	BND=2_DEL=1
229	SIMPLE	false	DUP	1	DUP
231	SIMPLE	false	DUP	1	DUP
232	SIMPLE	false	DUP	1	DUP
233	SIMPLE	false	DUP	1	DUP
234	SIMPLE	false	DUP	1	DUP
235	SIMPLE	false	DUP	1	DUP
