clusterId	category	synthetic	resolvedType	clusterCount	clusterDesc
32	SIMPLE	false	DUP	1	DUP
33	INCOMPLETE	false	INF	1	INF
34	SIMPLE	false	DUP	1	DUP
35	SIMPLE	false	DUP	1	DUP
36	INCOMPLETE	false	INF	1	INF
37	INCOMPLETE	false	INF	1	INF
38	INCOMPLETE	false	INF	1	INF
40	INCOMPLETE	true	INV	2	DUP=1_INV=1
41	COMPLEX	false	COMPLEX	3	INF=2_INV=1
43	SIMPLE	false	DUP	1	DUP
44	INCOMPLETE	false	INF	1	INF
45	SIMPLE	false	DUP	1	DUP
46	SIMPLE	false	DEL	1	DEL
47	SIMPLE	false	DUP	1	DUP
48	INCOMPLETE	false	PAIR_OTHER	2	INF=1_INV=1
49	INCOMPLETE	false	INF	1	INF
50	SIMPLE	false	DEL	1	DEL
51	SIMPLE	false	DUP	1	DUP
52	INCOMPLETE	false	INF	1	INF
53	INCOMPLETE	false	INF	1	INF
54	SIMPLE	false	DUP	1	DUP
55	SIMPLE	false	DUP	1	DUP
56	SIMPLE	false	DEL	1	DEL
57	SIMPLE	false	DUP	1	DUP
58	INCOMPLETE	false	PAIR_OTHER	2	INF=2
60	SIMPLE	false	DEL	1	DEL
61	SIMPLE	false	DEL	1	DEL
62	INCOMPLETE	false	INF	1	INF
63	SIMPLE	false	DUP	1	DUP
64	SIMPLE	false	DUP	1	DUP
69	COMPLEX	false	COMPLEX	4	DUP=1_INF=1_INV=2
67	INCOMPLETE	false	INF	1	INF
70	INCOMPLETE	false	PAIR_OTHER	2	INF=2
71	INCOMPLETE	false	INF	1	INF
73	INCOMPLETE	false	PAIR_OTHER	2	BND=1_INF=1
75	COMPLEX	false	COMPLEX	5	DEL=1_DUP=1_INF=2_INS=1
77	SIMPLE	true	UNBAL_TRANS	3	BND=1_DUP=1_INV=1
78	INCOMPLETE	false	INF	1	INF
0	ARTIFACT	false	PAIR_INF	1	INF
1	ARTIFACT	false	PAIR_INF	1	INF
2	ARTIFACT	false	PAIR_INF	1	INF
3	ARTIFACT	false	PAIR_INF	1	INF
4	ARTIFACT	false	PAIR_INF	1	INF
5	ARTIFACT	false	PAIR_INF	1	INF
6	ARTIFACT	false	PAIR_INF	1	INF
7	ARTIFACT	false	PAIR_INF	1	INF
8	ARTIFACT	false	PAIR_INF	1	INF
9	ARTIFACT	false	PAIR_INF	1	INF
10	ARTIFACT	false	PAIR_INF	1	INF
11	ARTIFACT	false	PAIR_INF	1	INF
12	ARTIFACT	false	PAIR_INF	1	INF
13	ARTIFACT	false	PAIR_INF	1	INF
14	ARTIFACT	false	PAIR_INF	1	INF
15	ARTIFACT	false	PAIR_INF	1	INF
16	ARTIFACT	false	PAIR_INF	1	INF
17	ARTIFACT	false	PAIR_INF	1	INF
18	ARTIFACT	false	PAIR_INF	1	INF
19	ARTIFACT	false	PAIR_INF	1	INF
20	ARTIFACT	false	PAIR_INF	1	INF
21	ARTIFACT	false	PAIR_INF	1	INF
22	ARTIFACT	false	PAIR_INF	1	INF
23	ARTIFACT	false	PAIR_INF	1	INF
24	ARTIFACT	false	PAIR_INF	1	INF
25	ARTIFACT	false	PAIR_INF	1	INF
26	ARTIFACT	false	PAIR_INF	1	INF
27	ARTIFACT	false	PAIR_INF	1	INF
28	ARTIFACT	false	PAIR_INF	1	INF
29	ARTIFACT	false	PAIR_INF	1	INF
30	ARTIFACT	false	PAIR_INF	1	INF
31	ARTIFACT	false	PAIR_INF	1	INF
