Sample Names	MutationType	SCN-A	SCN-B	SCN-C	SCN-D	SCN-E	SCN-F	SCN-G	SCN-H	SCN-I	SCN-J	SCN-K
EOC1003_p2Ome1_TR_DNA	simple	0.2190815178553042	0.007586854126924602	0.12497269045526331	0.2767033466599286	0.10672564132190664	0.005003243693740045	0.0	0.1853855556182777	0.03638281449916844	0.026893151224525593	0.011265184544960765
EOC1003_p2Ome1_TR_DNA	complex	0.0	0.0	0.05866771289823706	0.03982682170928256	0.0	0.0	0.7399643956790729	0.12183527920555458	0.03130179124954295	0.0002636529756086646	0.008140346282701124
EOC1003_p2Ome1_TR_DNA	interchr	0.0	0.24637204001789592	0.08098578023951034	0.14787536740718152	0.0022616958308071893	4.147969981651594e-06	0.011624616506925384	0.2590206046600687	0.24655107457042227	0.0	0.005304672797206886
EOC1003_p2Ome1_TR_DNA	intrachr	0.07255281809493239	0.13049933729899427	0.07909979358331444	0.16179985314478196	0.02713898701804328	0.0019275830783908336	0.000493110842259436	0.1983411215286099	0.1392481610625092	0.16004707174407068	0.02885216260409372
EOC1003_p2Ome1_TR_DNA	compact	0.021475863815311493	0.02593644026437859	6.370566904445836e-05	0.0101926453018023	0.0	0.00012497265350186321	0.0028831697737770677	0.0	0.00030593894039664083	0.9390172635817876	0.0
EOC1003_p2Ome1_TR_DNA	sparse	0.0	0.0004985654142770245	0.0013683504260985778	0.04698193946852481	0.0015197177698829411	8.370320529433387e-05	0.022820759955082738	0.0019342233257328778	0.03867284337677327	0.8831308612990302	0.0029890357593033426
EOC1003_p2Ome1_TR_DNA	del1	0.7055581473224918	0.0	0.05467421774571152	0.0	0.22555842332531625	0.0	1.7353982903945404e-05	0.0	0.014191857623576602	0.0	0.0
EOC1003_p2Ome1_TR_DNA	del2	0.4921447561046561	0.0015355510613459225	0.10229671220634383	0.18360771464255118	0.06174860412373648	1.2268421108023469e-05	0.0032994717067536677	0.08668482427770523	0.03147214670480648	0.034787130942632256	0.0024108198083608316
EOC1003_p2Ome1_TR_DNA	del3	0.21800576484050077	0.0042086035545627265	0.09883207303334865	0.4151758556037813	0.0	3.572693776201357e-06	0.0	0.17495350994104034	0.012514402671029377	0.07614019882812642	0.0001660188338340922
EOC1003_p2Ome1_TR_DNA	del4	0.0004387651956851392	0.005089040853938088	0.0647611564764001	0.4659668052965976	3.888780071707229e-05	0.0	0.0	0.21024666018462784	0.07904909273951209	0.16687084715311656	0.0075387442994053295
EOC1003_p2Ome1_TR_DNA	del5	0.03352481403354751	0.013688788479269824	0.08629884338223964	0.3320407070786862	0.03834212683234331	0.002209071168612662	0.016104291610711623	0.20383634192287492	0.1911228409335884	0.04321216203219623	0.039620012525929595
EOC1003_p2Ome1_TR_DNA	dup1	0.012011557936776654	0.15087028933521063	0.028943203030036207	0.08748878481590149	0.0856745438862321	0.0025250922109787883	0.003943471444268367	0.251719837328967	0.0895069186465774	0.16310099203906206	0.12421530932598922
EOC1003_p2Ome1_TR_DNA	dup2	0.0	0.0	0.018861169217329516	0.004417139863217074	0.9303279152607117	0.0022101983770386356	2.485521972256053e-06	0.0046192874876601646	0.0	0.03950322921238954	5.8575059681147584e-05
EOC1003_p2Ome1_TR_DNA	dup3	0.0	0.0011666586894592418	0.20818065724907373	0.014180933887857898	0.0	0.10008723347808314	0.0	0.39112247905868747	0.1569846797277663	0.080834862291405	0.04744249561766739
EOC1003_p2Ome1_TR_DNA	dup4	0.09000474802873769	0.0	0.04234668242996906	0.0	0.4776478879080857	0.08385600693146036	0.1161516937910101	0.0	0.1899929809107371	0.0	0.0
EOC1003_p2Ome1_TR_DNA	ins	0.04924964255728803	0.03243939050036304	0.012221461822055935	0.2700111158198868	0.011247326068472053	0.0009015516013426898	0.0	0.42371598651185477	0.06722147205214787	0.0	0.13299205306658887
EOC1003_p2Ome1_TR_DNA	recip_inv	0.06596793138665771	0.0597251355266037	0.0849311176215691	0.4831578696062551	0.0016502823131157999	0.0011463362429271515	0.0	0.22418526917237033	0.012042888488854486	0.0547406391997594	0.012452530441887188
EOC1003_p2Ome1_TR_DNA	recip_trans	0.3325736102745052	0.37991159836395566	0.08303648688728602	0.008659303855589426	0.09706369178115003	0.004126063678531351	0.0	0.052031346984702596	0.0	0.00939920317750551	0.033198694996774185
EOC1003_p2Ome1_TR_DNA	unbal_trans	0.08111496944509108	0.006905864157219089	0.1481672949625488	0.266835859758029	0.041129887466413224	0.0001501146012505691	0.026073385354566166	0.12242128570519747	0.29577778433530816	0.00044999551001330683	0.010973558704363147
EOC1003_p2Ome1_TR_DNA	LINE	0.0	0.016715138006453686	0.020383148027575012	0.08373099749961094	0.0	0.0	0.003916818087253351	0.7633635578365946	0.04308079782915018	0.0675368672727456	0.0012726754406166922
EOC1003_p2Ome1_TR_DNA	del_magnitude	0.03198331577158424	0.0040972268203723515	0.049155519583852024	0.20723872846771246	0.011915481467237012	0.00036201151546228177	0.08142255414835022	0.07097881583272733	0.010216215478437395	0.01811750226580339	0.5145126286484611
EOC1003_p2Ome1_TR_DNA	dup_magnitude	0.00936622800975037	0.021252677049999235	0.029926395739200046	0.14522649409103847	0.007246536176122146	0.0003567156261571685	0.051563921572020104	0.07757862229675207	0.17306551333267206	0.050644537295202734	0.43377235881108567
EOC1003_p2Ome1_TR_DNA	chrtps	0.48869196028717676	0.0	0.0	0.3358121821977387	0.14064472006025433	0.003070472607585981	0.0	0.03177895387427455	0.0	0.0	1.710972969785797e-06
EOC1003_p2Ome1_TR_DNA	segsize1	0.10612371115981215	0.3537096135414385	0.08254517847750444	0.002109996363248671	0.004450487533688402	0.0	0.0	0.23323852601023953	0.06914844153274956	0.14859542938680823	7.861599451060153e-05
EOC1003_p2Ome1_TR_DNA	segsize2	0.0	0.12729436928819035	0.07229088406882823	0.19067630043527542	0.014241157783388636	0.0012445639526444342	0.05238827755941819	0.16411117839422254	0.283265549129023	0.0944877193890092	0.0
EOC1003_p2Ome1_TR_DNA	segsize3	0.0460667537813471	0.037639578554185225	0.07441265733755835	0.177726902827353	0.022254717920898077	0.0015199206616468481	0.3112999941675794	0.13797219219462858	0.07070144976731323	0.023560904222624995	0.09684492856486533
EOC1003_p2Ome1_TR_DNA	fiveMB1	0.008067010756777966	0.3907733514986494	0.04242846458382272	0.013396180790585131	0.0027805700873168283	0.0011013839582020718	0.09193723340629098	0.004219007450032824	0.31122330858436575	0.13407348888395634	0.0
EOC1003_p2Ome1_TR_DNA	fiveMB2	0.0	0.0005347671586781923	0.0	0.0008941772275105361	0.0	0.0	6.078934178923226e-05	0.00046070978192895904	0.08009238256006825	0.0015174418830363713	0.9164397320469885
EOC1003_p2Ome1_TR_DNA	fiveMB3	0.1026869495365646	0.01597629530801619	0.11784989425438899	0.20220687790131123	0.04709579723379732	0.002073753638354853	0.2976810671636515	0.21012757427698972	0.00409801432774855	0.00020377635917704444	0.0
EOC1003_p2Ome1_TR_DNA	fiveMB4	0.0	0.1032648452815843	0.0020934175339229646	0.0007459773397419118	0.0	2.6049313204923772e-06	0.0	0.018483882214399228	0.7851772935004339	0.09022582208820333	6.157110393891073e-06
EOC1003_p2Ome1_TR_DNA	fiveMB5	0.0028933768572200844	0.0009756380909217037	0.04943413955486121	0.29793509326217105	0.0008850021953115903	8.707533962779933e-05	0.05262848578613881	0.11354981726574805	0.0	0.00028608059820132726	0.4813252910497984
EOC1003_p2Ome1_TR_DNA	osc1	0.005737420206896089	0.059290715539600386	0.07895511953689979	0.04906439359515558	0.009564202079864413	0.0004699254788221851	0.12464010121177654	0.3616352369442324	0.22512725999451894	0.07702737071789027	0.008488254694343425
EOC1003_p2Ome1_TR_DNA	osc2	0.02711337123161651	0.21568358903276733	0.14377952535493554	0.23862590528252642	0.025442900300833574	0.0014661839019548966	0.16572012810686435	0.10325850266221898	0.00696772932796874	0.07194216479831382	0.0
EOC1003_p2Ome1_TR_DNA	osc3	0.09599975956410126	0.3188159553478028	0.04028157913091327	0.2184708308303629	0.024341829807070035	0.0023824827744914384	0.26085526185370284	0.0	0.0	0.038852300691555534	0.0
EOC1003_p2Ome1_TR_DNA	osc4	0.26303188977593495	0.41869189291386066	0.0	0.08906144264931315	0.0029935380484239324	0.003070193747671946	0.22315104286479542	0.0	0.0	0.0	0.0
EOC1003_p2Ome1_TR_DNA	bpArm1	0.003338955011208329	0.006061989762049077	0.007039071971776556	0.022054259227862538	0.001591174968563356	8.442085334663672e-05	0.00966549155444748	0.002853726710007407	0.04527631805657565	0.0009183816902594372	0.9011162101939035
EOC1003_p2Ome1_TR_DNA	bpArm2	0.0015773147509982623	0.0003806801415239626	0.034856574937937354	0.31457780771948723	0.0003859564268112705	3.795371598203406e-05	0.0525810243341357	0.060928368591454764	0.0003394943806405102	0.001252509446145476	0.5330823155548834
EOC1003_p2Ome1_TR_DNA	bpArm3	0.02831192019267807	0.004339021830342103	0.09703202449756844	0.3729241523803182	0.01140596341775552	0.0005026529658221604	0.1751597577322019	0.2703219847296639	0.00805530571719562	0.029288455601108113	0.0026587609353461135
EOC1003_p2Ome1_TR_DNA	bpArm4	0.08201883070529951	0.308308099494981	0.10544002752692046	0.006589187986361343	0.03161262246313377	0.002414533498675896	0.18279974811145688	0.05114111419071083	0.2041243780227175	0.025551457999742774	0.0
EOC1003_p2Ome1_TR_DNA	chg1	0.016280965805584986	0.003415595956723991	0.0	0.0	0.010438229126295405	0.0003122617908762725	0.0688125327773355	0.7935083152889615	8.481219881194648e-05	0.03875290392738603	0.06839438312802443
EOC1003_p2Ome1_TR_DNA	chg2	0.05785668378885507	0.2698864610026298	0.0	0.32876723637450367	0.01860354258532185	0.0016961097148298922	0.2612222083533697	0.0	0.0	0.05597312041196439	0.005994637768525568
EOC1003_p2Ome1_TR_DNA	chg3	0.016899771480784437	0.06971128815055222	0.5027184599525972	0.0013197742251734694	0.009860391850647758	0.0002448143764144683	0.08486759141972217	0.0	0.17337835065312218	0.1386189956786821	0.002380562212303837
EOC1003_p2Ome1_TR_DNA	chg4	0.0	0.0005020616855474627	0.13895196144645056	0.0	0.00020646362707172304	8.367917439585498e-06	0.01654887588547475	0.0	0.8432254025695288	0.0005568668684870642	0.0
EOC1003_p2Ome1_TR_DNA	chg5	0.0	0.0	0.0	4.27126228107926e-07	0.0	0.0	0.0	6.214861193722955e-07	0.999993842166559	2.2950760812774658e-06	2.8141450124385967e-06
EOC1003_p2OvaL1_TR_DNA	simple	0.08023162177224064	0.005713323151528328	0.13009692711725926	0.320035205435747	0.15473970266167683	0.060450986904675784	0.0	0.1735223096786739	0.03530980269442788	0.030738870257523154	0.009161250326247103
EOC1003_p2OvaL1_TR_DNA	complex	0.0	0.0	0.06039410292364296	0.04555147570673867	0.0	0.0	0.744398588397214	0.11277061460699656	0.030040810595836017	0.0002980041710205817	0.006546403598551477
EOC1003_p2OvaL1_TR_DNA	interchr	0.0	0.1969416567760726	0.08949109092752588	0.18155085261533624	0.003480857904010777	5.319936593433061e-05	0.012553042718139581	0.25735514335676907	0.25399490845703165	0.0	0.004579247879179838
EOC1003_p2OvaL1_TR_DNA	intrachr	0.026984320252496165	0.09980509857935048	0.08362663772808886	0.19005479599717578	0.03996170272932488	0.02365278099532559	0.0005094636210341132	0.1885426288646897	0.1372479397407856	0.18578528252435123	0.023829348967377588
EOC1003_p2OvaL1_TR_DNA	compact	0.007039231745478573	0.017481239254468386	5.9356022715943634e-05	0.010551277545407559	0.0	0.0013514547906333812	0.0026251629614622955	0.0	0.00026574710924193515	0.9606265305705918	0.0
EOC1003_p2OvaL1_TR_DNA	sparse	0.0	0.00033115202613792253	0.001256398659894704	0.04792835222494696	0.0019434534380099596	0.0008920147615866025	0.020476681540430815	0.0015968504933622707	0.03310421672409188	0.8903268752794877	0.002144004852051142
EOC1003_p2OvaL1_TR_DNA	del1	0.39380727769197915	0.0	0.08674522822775367	0.0	0.49842880369521253	0.0	2.69067672348297e-05	0.0	0.020991783617819646	0.0	0.0
EOC1003_p2OvaL1_TR_DNA	del2	0.24137906406806436	0.0015486676437355576	0.1426200230039072	0.28440758580451764	0.11990216819685905	0.00019852139602708063	0.004495340318953041	0.1086649306633102	0.04090649533572989	0.05325148546900922	0.002625718099886947
EOC1003_p2OvaL1_TR_DNA	del3	0.08592145088586299	0.0034108205177252665	0.1107244720556524	0.516784199904582	0.0	4.6455947943073675e-05	0.0	0.1762365087288321	0.013070822523693643	0.09365996877383918	0.00014530066186922618
EOC1003_p2OvaL1_TR_DNA	del4	0.00014867419941817217	0.0035459009542659565	0.06237780995856593	0.49865701294551223	5.216869530722209e-05	0.0	0.0	0.18208414898754632	0.07098384115942702	0.1764778835889246	0.005672559511032485
EOC1003_p2OvaL1_TR_DNA	del5	0.011659250803247388	0.009789409708555836	0.08531420173968728	0.36470281119290954	0.05279266933371212	0.025346960244093004	0.01555812738291441	0.18118635198153013	0.1761473152677149	0.04690473008229145	0.0305981722633438
EOC1003_p2OvaL1_TR_DNA	dup1	0.004321110956024537	0.11160586713538255	0.029597481523924805	0.09940127977966214	0.12202281332706753	0.029969895521421392	0.003940816454963112	0.23144783206495775	0.08533198591392789	0.18312981573036788	0.0992311015923006
EOC1003_p2OvaL1_TR_DNA	dup2	0.0	0.0	0.013542544926537423	0.0035237431847376386	0.9303552051840946	0.01841886008539877	1.7440085944099093e-06	0.0029821821972384065	0.0	0.031142864848870265	3.2855564528405925e-05
EOC1003_p2OvaL1_TR_DNA	dup3	0.0	0.0004198184512671916	0.10355783001839948	0.007837522904515478	0.0	0.5778579212026984	0.0	0.17493747384987163	0.07280260460972424	0.04415049303788522	0.018436335925638456
EOC1003_p2OvaL1_TR_DNA	dup4	0.01580647735540717	0.0	0.021139813639595734	0.0	0.332101387302554	0.48586516240301963	0.05666392451581934	0.0	0.08842323478360403	0.0	0.0
EOC1003_p2OvaL1_TR_DNA	ins	0.018696533392364316	0.025323161083487568	0.013188434642102637	0.3237301616190051	0.01690442673772486	0.01129173051324664	0.0	0.41112364362845977	0.06762778981458153	0.0	0.1121141185690276
EOC1003_p2OvaL1_TR_DNA	recip_inv	0.023527307434554907	0.043800970255144796	0.08610300133787818	0.5442167860840588	0.0023301869298239042	0.013488488753423228	0.0	0.20435535907335414	0.011382278185256077	0.060933426987316235	0.009862194959189687
EOC1003_p2OvaL1_TR_DNA	recip_trans	0.15587247598527326	0.3661435826319161	0.11062739989601746	0.012817642142050813	0.18010742190066814	0.06380129360607692	0.0	0.062328448323901296	0.0	0.013749251776710996	0.034552483737385196
EOC1003_p2OvaL1_TR_DNA	unbal_trans	0.0298004327792588	0.005217071859662779	0.15473408951345669	0.30960592949130356	0.0598235579286568	0.0018195182175784065	0.026609114084903577	0.114952413924324	0.28796936084587094	0.0005159838644856917	0.00895252749049889
EOC1003_p2OvaL1_TR_DNA	LINE	0.0	0.012987598714030255	0.021893491021933366	0.09992207601966681	0.0	0.0	0.004111274751872364	0.7372294745492902	0.04313944724430377	0.07964874911745976	0.0010678885814433187
EOC1003_p2OvaL1_TR_DNA	del_magnitude	0.0126540348954286	0.00333336425507967	0.055282786109602695	0.25895242039176586	0.01866423923029272	0.004725413703233535	0.08948735946760049	0.07177511359182803	0.010711610077095843	0.022372279907136448	0.45204137837093616
EOC1003_p2OvaL1_TR_DNA	dup_magnitude	0.0036605063934809236	0.017079584914544702	0.033246271544771035	0.17925274326521354	0.011212438228312232	0.004599498558290636	0.05598011841757924	0.077492220151093	0.17924462754043735	0.06177538056304359	0.3764566104232337
EOC1003_p2OvaL1_TR_DNA	chrtps	0.21353180679986655	0.0	0.0	0.46341207009404856	0.24330104180732687	0.04426337416876139	0.0	0.03549004698072647	0.0	0.0	1.6601492701372174e-06
EOC1003_p2OvaL1_TR_DNA	segsize1	0.045435224071699185	0.31139693544476027	0.10045788847808575	0.0028530242683294507	0.007543640599286607	0.0	0.0	0.2552231887864295	0.07845521386028127	0.19856014196572716	7.47425254007425e-05
EOC1003_p2OvaL1_TR_DNA	segsize2	0.0	0.09424333664174603	0.07398605315545746	0.21681756652304615	0.020299843424225795	0.014783707520130423	0.05239619920173067	0.15101914108241957	0.2702758005916128	0.10617835185963108	0.0
EOC1003_p2OvaL1_TR_DNA	segsize3	0.016887312506759816	0.02837297712342236	0.07754107789342028	0.20576410578060506	0.032298933302757515	0.018382550107092662	0.31700307360083674	0.12927188822196167	0.06868476534133398	0.026956981625322937	0.07883633449648697
EOC1003_p2OvaL1_TR_DNA	fiveMB1	0.003186941084674493	0.31744870794665125	0.04764647805852741	0.016714212245407412	0.004348989913136463	0.014355292782583205	0.10089374893555644	0.004260016568843229	0.32583121145202276	0.1653144010125974	0.0
EOC1003_p2OvaL1_TR_DNA	fiveMB2	0.0	0.00048714286184847093	0.0	0.0012510409014167773	0.0	0.0	7.480717603648913e-05	0.0005216406412260885	0.0940274745250759	0.002098083820220597	0.9015398100741757
EOC1003_p2OvaL1_TR_DNA	fiveMB3	0.03748383703788674	0.011992013067499908	0.12228412347066778	0.23311392989970353	0.06806190436244827	0.024974560734918827	0.30185017514979506	0.196043041833373	0.003964253604455297	0.00023216083925160829	0.0
EOC1003_p2OvaL1_TR_DNA	fiveMB4	0.0	0.08072747588578538	0.002262296879126574	0.0008956757143885855	0.0	3.267306194955198e-05	0.0	0.01796033525453674	0.7910584069087894	0.10705793830829556	5.197987128337814e-06
EOC1003_p2OvaL1_TR_DNA	fiveMB5	0.0011133096240450216	0.000771946020786265	0.054069210541383965	0.36205632160456813	0.0013481818091838087	0.0011053964003009185	0.056252686033121065	0.11167012355033432	0.0	0.0003435624912848023	0.4112692619249917
EOC1003_p2OvaL1_TR_DNA	osc1	0.002135401412907496	0.04537710488140864	0.08353245623117415	0.057673036340831	0.01409304263519109	0.005770371426964463	0.12886414302807783	0.3440116931326393	0.22204966463553086	0.08947759838814402	0.0070154878871310266
EOC1003_p2OvaL1_TR_DNA	osc2	0.009861796552539067	0.16131577738112926	0.14865572980564837	0.2741155174492727	0.03663804482222812	0.01759433570933895	0.1674399974347232	0.09599264061091413	0.006716189769008302	0.08166997046519799	0.0
