clusterId	category	synthetic	resolvedType	clusterCount	clusterDesc
98	SIMPLE	false	DEL	1	DEL
99	SIMPLE	false	DUP	1	DUP
100	SIMPLE	false	DUP	1	DUP
101	INCOMPLETE	false	INV	1	INV
102	SIMPLE	false	DEL	1	DEL
103	SIMPLE	false	DEL	1	DEL
104	SIMPLE	false	DEL	1	DEL
105	SIMPLE	false	DEL	1	DEL
106	INCOMPLETE	false	INF	1	INF
107	COMPLEX	false	COMPLEX	5	BND=4_INF=1
108	SIMPLE	false	DEL	1	DEL
109	INCOMPLETE	false	INF	1	INF
110	INCOMPLETE	false	PAIR_OTHER	2	BND=1_INF=1
111	INCOMPLETE	false	INF	1	INF
112	INCOMPLETE	false	INF	1	INF
113	SIMPLE	false	DUP	1	DUP
114	INCOMPLETE	false	PAIR_OTHER	2	INF=1_INV=1
116	INCOMPLETE	false	PAIR_OTHER	2	INV=2
117	INCOMPLETE	false	INF	1	INF
118	SIMPLE	false	DEL	1	DEL
119	COMPLEX	false	COMPLEX	4	BND=2_DUP=1_INF=1
121	SIMPLE	false	UNBAL_TRANS	1	BND
122	SIMPLE	false	DUP	1	DUP
123	SIMPLE	false	DUP	1	DUP
124	SIMPLE	true	DUP	2	BND=2
126	COMPLEX	false	COMPLEX	3	DEL=1_INF=2
128	INCOMPLETE	false	INF	1	INF
129	INCOMPLETE	false	PAIR_OTHER	2	DEL=1_INF=1
130	INCOMPLETE	false	INF	1	INF
131	SIMPLE	false	DEL	1	DEL
133	INCOMPLETE	false	INF	1	INF
134	SIMPLE	false	DEL	1	DEL
135	COMPLEX	false	COMPLEX	5	BND=4_INF=1
136	SIMPLE	true	DUP	3	BND=2_DEL=1
137	INCOMPLETE	false	INF	1	INF
138	INCOMPLETE	false	INF	1	INF
139	SIMPLE	false	DEL	1	DEL
141	SIMPLE	false	DEL	1	DEL
144	SIMPLE	true	DUP	2	BND=2
146	INCOMPLETE	false	PAIR_OTHER	2	BND=1_INF=1
147	INCOMPLETE	false	INF	1	INF
148	SIMPLE	false	DEL	1	DEL
150	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_INF=1
151	INCOMPLETE	false	INF	1	INF
152	INCOMPLETE	false	INF	1	INF
153	INCOMPLETE	false	INF	1	INF
154	SIMPLE	false	DEL	1	DEL
155	SIMPLE	true	UNBAL_TRANS	2	BND=1_DUP=1
156	SIMPLE	false	DEL	1	DEL
157	SIMPLE	false	DEL	1	DEL
158	SIMPLE	false	DEL	1	DEL
159	SIMPLE	false	DEL	1	DEL
160	SIMPLE	false	DUP	1	DUP
161	SIMPLE	false	DUP	1	DUP
162	SIMPLE	false	DUP	1	DUP
163	SIMPLE	false	DEL	1	DEL
164	SIMPLE	false	UNBAL_TRANS	1	BND
165	INCOMPLETE	false	INF	1	INF
166	SIMPLE	false	DUP	1	DUP
167	COMPLEX	false	COMPLEX	3	BND=2_INF=1
168	COMPLEX	false	COMPLEX	3	BND=1_INF=2
170	SIMPLE	false	DEL	1	DEL
171	SIMPLE	false	DEL	1	DEL
172	SIMPLE	false	DUP	1	DUP
173	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_INF=1
174	INCOMPLETE	false	PAIR_OTHER	2	BND=1_INF=1
177	SIMPLE	false	DUP	1	DUP
181	SIMPLE	false	DEL	1	DEL
182	SIMPLE	false	DEL	1	DEL
184	SIMPLE	true	DUP	2	BND=2
185	SIMPLE	false	DUP	1	DUP
186	INCOMPLETE	false	INF	1	INF
187	SIMPLE	false	DEL	1	DEL
188	SIMPLE	false	DEL	1	DEL
189	SIMPLE	false	DUP	1	DUP
190	COMPLEX	false	COMPLEX	7	BND=6_DUP=1
191	SIMPLE	false	DUP	1	DUP
192	SIMPLE	false	DUP	1	DUP
193	SIMPLE	false	DEL	1	DEL
194	SIMPLE	false	DUP	1	DUP
195	INCOMPLETE	false	PAIR_OTHER	2	INF=2
196	SIMPLE	false	DEL	1	DEL
199	COMPLEX	false	COMPLEX	8	DEL=1_DUP=1_INF=4_INV=2
204	INCOMPLETE	false	INF	1	INF
206	SIMPLE	false	DEL	1	DEL
209	COMPLEX	false	COMPLEX	7	DEL=2_INF=3_INV=2
208	SIMPLE	false	DUP	1	DUP
215	SIMPLE	false	DEL	1	DEL
216	INCOMPLETE	false	INF	1	INF
217	SIMPLE	false	UNBAL_TRANS	1	BND
218	COMPLEX	false	COMPLEX	6	BND=3_DUP=2_INF=1
219	SIMPLE	false	DEL	1	DEL
221	SIMPLE	false	UNBAL_TRANS	1	BND
176	COMPLEX	false	COMPLEX	7	BND=1_INF=3_INV=3
223	SIMPLE	false	DEL	1	DEL
224	INCOMPLETE	false	INF	1	INF
225	SIMPLE	false	DEL	1	DEL
226	SIMPLE	false	DUP	1	DUP
230	COMPLEX	false	COMPLEX	13	DEL=4_DUP=1_INF=3_INV=5
229	SIMPLE	false	UNBAL_TRANS	1	BND
235	SIMPLE	false	DUP	1	DUP
237	SIMPLE	false	DEL	1	DEL
238	SIMPLE	false	DUP	1	DUP
239	SIMPLE	false	DEL	1	DEL
241	SIMPLE	false	DEL	1	DEL
236	COMPLEX	false	COMPLEX	10	DEL=2_INF=4_INV=4
243	SIMPLE	false	DEL	1	DEL
245	INCOMPLETE	false	INF	1	INF
246	INCOMPLETE	false	INF	1	INF
247	SIMPLE	false	DEL	1	DEL
248	SIMPLE	false	DUP	1	DUP
249	SIMPLE	false	DUP	1	DUP
250	SIMPLE	false	UNBAL_TRANS	1	BND
251	INCOMPLETE	false	INF	1	INF
253	SIMPLE	true	DEL	2	BND=2
