clusterId	category	synthetic	resolvedType	clusterCount	clusterDesc
31	SIMPLE	true	DEL	2	BND=2
32	SIMPLE	false	DUP	1	DUP
33	INCOMPLETE	false	INF	1	INF
34	SIMPLE	false	DUP	1	DUP
35	SIMPLE	false	DEL	1	DEL
36	SIMPLE	false	DUP	1	DUP
37	SIMPLE	false	DEL	1	DEL
38	SIMPLE	false	DEL	1	DEL
39	SIMPLE	false	DUP	1	DUP
40	SIMPLE	true	DUP	2	BND=2
41	SIMPLE	false	DUP	1	DUP
42	SIMPLE	true	DEL	2	DEL=1_DUP=1
44	COMPLEX	false	COMPLEX	6	BND=6
45	SIMPLE	false	SGL_PAIR_INS	2	INF=1_SGL=1
46	SIMPLE	false	DEL	1	DEL
47	SIMPLE	false	DEL	1	DEL
49	SIMPLE	false	DEL	1	DEL
50	SIMPLE	false	DUP	1	DUP
51	SIMPLE	false	DUP	1	DUP
52	INCOMPLETE	false	PAIR_OTHER	2	INF=1_INV=1
53	TEMPLATED_INSERTION	false	UNBAL_TRANS_TI	2	BND=1_INV=1
54	TEMPLATED_INSERTION	false	UNBAL_TRANS_TI	2	BND=1_INV=1
57	COMPLEX	false	COMPLEX	3	DUP=1_INV=2
56	SIMPLE	false	DUP	1	DUP
59	INCOMPLETE	false	INV	1	INV
60	COMPLEX	false	COMPLEX	4	BND=3_DUP=1
62	INCOMPLETE	false	INF	1	INF
63	SIMPLE	false	DUP	1	DUP
64	SIMPLE	false	DUP	1	DUP
65	SIMPLE	true	DUP	2	BND=2
66	INSERTION	false	LINE	2	BND=1_SGL=1
67	INCOMPLETE	false	INF	1	INF
69	SIMPLE	false	DEL	1	DEL
70	SIMPLE	false	UNBAL_TRANS	1	BND
71	SIMPLE	false	DUP	1	DUP
72	SIMPLE	false	DEL	1	DEL
73	INCOMPLETE	false	INF	1	INF
74	SIMPLE	false	DEL	1	DEL
76	SIMPLE	true	DEL	2	INV=2
77	SIMPLE	false	DEL	1	DEL
78	SIMPLE	true	DEL	2	DEL=2
79	SIMPLE	false	DEL	1	DEL
80	SIMPLE	true	DUP	4	BND=4
81	INSERTION	false	LINE	2	SGL=2
82	INCOMPLETE	false	INF	1	INF
83	SIMPLE	false	DUP	1	DUP
84	SIMPLE	true	DUP	3	BND=2_DEL=1
85	SIMPLE	false	DUP	1	DUP
86	SIMPLE	false	DUP	1	DUP
87	INCOMPLETE	false	INF	1	INF
88	SIMPLE	false	DEL	1	DEL
89	SIMPLE	false	DEL	1	DEL
92	SIMPLE	false	DUP	1	DUP
94	SIMPLE	true	DUP	2	BND=2
96	SIMPLE	false	DUP	1	DUP
97	SIMPLE	false	DEL	1	DEL
98	SIMPLE	false	DEL	1	DEL
100	SIMPLE	false	DEL	1	DEL
101	INCOMPLETE	false	INF	1	INF
102	SIMPLE	false	DEL	1	DEL
103	SIMPLE	false	DUP	1	DUP
104	SIMPLE	false	DEL	1	DEL
105	SIMPLE	false	DEL	1	DEL
106	INCOMPLETE	false	PAIR_OTHER	2	BND=2
108	INCOMPLETE	false	INF	1	INF
109	SIMPLE	false	DEL	1	DEL
110	COMPLEX	false	COMPLEX	8	BND=5_DUP=2_INV=1
112	SIMPLE	false	DEL	1	DEL
113	SIMPLE	false	DEL	1	DEL
114	INCOMPLETE	false	INF	1	INF
115	SIMPLE	false	DEL	1	DEL
116	SIMPLE	false	SGL_PAIR_INS	2	INF=1_SGL=1
117	SIMPLE	false	DEL	1	DEL
118	SIMPLE	false	DUP	1	DUP
119	SIMPLE	false	DEL	1	DEL
120	SIMPLE	false	DUP	1	DUP
121	SIMPLE	false	DUP	1	DUP
122	SIMPLE	false	DUP	1	DUP
123	SIMPLE	false	DUP	1	DUP
124	SIMPLE	false	UNBAL_TRANS	1	BND
125	SIMPLE	false	DUP	1	DUP
126	SIMPLE	false	DUP	1	DUP
127	COMPLEX	false	COMPLEX	4	BND=3_INV=1
128	SIMPLE	false	INS	1	INS
129	SIMPLE	false	UNBAL_TRANS	1	BND
131	INCOMPLETE	false	PAIR_OTHER	2	DUP=1_INF=1
132	SIMPLE	false	DEL	1	DEL
134	SIMPLE	false	DEL	1	DEL
135	SIMPLE	false	DUP	1	DUP
136	SIMPLE	false	DUP	1	DUP
138	RECIPROCAL	false	RECIP_TRANS_DUPS	2	BND=2
139	COMPLEX	false	COMPLEX	3	BND=1_DUP=1_INV=1
140	SIMPLE	false	DUP	1	DUP
141	RECIPROCAL	false	RECIP_INV	2	INV=2
143	SIMPLE	false	DEL	1	DEL
144	SIMPLE	false	DEL	1	DEL
146	SIMPLE	true	DUP	2	BND=2
147	SIMPLE	false	DUP	1	DUP
148	INCOMPLETE	false	INF	1	INF
149	SIMPLE	false	DEL	1	DEL
150	INCOMPLETE	false	INV	1	INV
151	SIMPLE	false	DUP	1	DUP
152	COMPLEX	false	COMPLEX	7	BND=6_DUP=1
153	SIMPLE	false	DUP	1	DUP
154	INCOMPLETE	false	INF	1	INF
155	SIMPLE	false	DUP	1	DUP
156	SIMPLE	false	DEL	1	DEL
157	SIMPLE	true	DUP	3	BND=2_INV=1
159	SIMPLE	false	DUP	1	DUP
161	SIMPLE	false	DEL	1	DEL
165	COMPLEX	false	COMPLEX	6	DEL=2_DUP=1_INF=1_INV=2
169	INCOMPLETE	false	INF	1	INF
171	SIMPLE	true	DUP	2	BND=2
172	INCOMPLETE	false	INF	1	INF
173	SIMPLE	false	DEL	1	DEL
174	COMPLEX	false	COMPLEX	11	BND=4_DEL=3_DUP=2_INV=2
179	SIMPLE	false	DEL	1	DEL
181	SIMPLE	false	DEL	1	DEL
182	INCOMPLETE	false	PAIR_OTHER	2	BND=2
184	SIMPLE	false	DEL	1	DEL
186	SIMPLE	false	UNBAL_TRANS	1	BND
187	INCOMPLETE	false	INF	1	INF
