clusterId	category	synthetic	resolvedType	clusterCount	clusterDesc
23	SIMPLE	false	DEL	1	DEL
24	SIMPLE	false	DEL	1	DEL
25	SIMPLE	false	DEL	1	DEL
26	SIMPLE	false	UNBAL_TRANS	1	BND
27	INCOMPLETE	false	PAIR_OTHER	2	BND=1_SGL=1
28	SIMPLE	false	DUP	1	DUP
29	SIMPLE	false	DEL	1	DEL
30	SIMPLE	false	DEL	1	DEL
32	INSERTION	false	LINE	3	BND=1_INF=1_SGL=1
33	SIMPLE	false	DEL	1	DEL
34	SIMPLE	false	DEL	1	DEL
35	SIMPLE	false	DUP	1	DUP
37	SIMPLE	false	DEL	1	DEL
40	COMPLEX	false	COMPLEX	18	BND=9_DEL=1_DUP=1_INV=3_SGL=4
42	INCOMPLETE	false	SGL	1	SGL
47	SIMPLE	false	DEL	1	DEL
52	INCOMPLETE	false	SGL	1	SGL
53	SIMPLE	false	DEL	1	DEL
54	INCOMPLETE	false	SGL	1	SGL
55	COMPLEX	false	COMPLEX	4	BND=4
59	SIMPLE	false	DEL	1	DEL
60	INCOMPLETE	false	PAIR_OTHER	2	BND=1_SGL=1
61	TEMPLATED_INSERTION	false	UNBAL_TRANS_TI	2	BND=1_INV=1
62	SIMPLE	false	DUP	1	DUP
64	SIMPLE	false	DEL	1	DEL
65	INSERTION	false	LINE	2	SGL=2
66	SIMPLE	false	SGL_PAIR_INS	2	INF=1_SGL=1
67	SIMPLE	false	DEL	1	DEL
359	COMPLEX	false	COMPLEX	3	BND=1_DUP=1_INV=1
69	SIMPLE	false	DEL	1	DEL
70	SIMPLE	false	INS	1	INS
71	SIMPLE	false	DEL	1	DEL
72	INSERTION	false	LINE	2	BND=1_SGL=1
73	INSERTION	false	LINE	2	SGL=2
74	INSERTION	false	LINE	2	SGL=2
75	SIMPLE	false	DUP	1	DUP
76	SIMPLE	false	DUP	1	DUP
77	SIMPLE	false	DEL	1	DEL
78	SIMPLE	false	DUP	1	DUP
79	SIMPLE	false	DEL	1	DEL
81	INCOMPLETE	false	PAIR_OTHER	2	INF=1_INV=1
83	SIMPLE	false	DUP	1	DUP
84	INCOMPLETE	false	INF	1	INF
85	TEMPLATED_INSERTION	false	UNBAL_TRANS_TI	2	BND=1_DUP=1
80	INSERTION	false	LINE	6	BND=3_DEL=1_DUP=1_SGL=1
87	SIMPLE	false	DEL	1	DEL
88	INSERTION	false	LINE	2	SGL=2
89	SIMPLE	false	DEL	1	DEL
90	SIMPLE	false	DEL	1	DEL
91	SIMPLE	false	DEL	1	DEL
92	SIMPLE	false	DEL	1	DEL
93	INSERTION	false	LINE	2	SGL=2
94	INSERTION	false	LINE	2	SGL=2
95	SIMPLE	false	SGL_PAIR_INS	2	INF=1_SGL=1
96	INSERTION	false	LINE	2	BND=2
97	INSERTION	false	LINE	2	BND=1_SGL=1
98	SIMPLE	false	DEL	1	DEL
99	SIMPLE	false	DEL	1	DEL
100	SIMPLE	false	UNBAL_TRANS	1	BND
101	SIMPLE	false	DEL	1	DEL
102	INSERTION	false	LINE	2	SGL=2
103	COMPLEX	false	COMPLEX	3	DEL=3
104	SIMPLE	false	DEL	1	DEL
106	SIMPLE	false	DEL	1	DEL
107	INCOMPLETE	false	PAIR_OTHER	2	INV=1_SGL=1
109	SIMPLE	false	DEL	1	DEL
110	INCOMPLETE	true	SGL	2	BND=1_SGL=1
111	SIMPLE	false	DEL	1	DEL
113	SIMPLE	false	DEL	1	DEL
114	SIMPLE	false	DEL	1	DEL
115	SIMPLE	false	DEL	1	DEL
116	SIMPLE	false	DEL	1	DEL
117	SIMPLE	false	DUP	1	DUP
118	SIMPLE	false	DEL	1	DEL
119	SIMPLE	false	DEL	1	DEL
120	SIMPLE	false	DEL	1	DEL
121	SIMPLE	false	DEL	1	DEL
122	SIMPLE	false	DUP	1	DUP
123	SIMPLE	false	DUP	1	DUP
124	SIMPLE	false	DUP	1	DUP
125	INCOMPLETE	false	PAIR_OTHER	2	INF=1_INV=1
126	SIMPLE	false	DUP	1	DUP
128	SIMPLE	false	DEL	1	DEL
129	SIMPLE	false	DEL	1	DEL
130	SIMPLE	false	DEL	1	DEL
131	SIMPLE	false	DEL	1	DEL
132	SIMPLE	false	DUP	1	DUP
133	SIMPLE	false	DUP	1	DUP
134	SIMPLE	false	DEL	1	DEL
135	SIMPLE	false	DEL	1	DEL
136	SIMPLE	false	DUP	1	DUP
137	INCOMPLETE	false	SGL	1	SGL
138	INCOMPLETE	false	SGL	1	SGL
139	INCOMPLETE	false	INF	1	INF
140	INCOMPLETE	false	SGL	1	SGL
141	INSERTION	false	LINE	2	SGL=2
142	SIMPLE	false	DEL	1	DEL
143	SIMPLE	false	DEL	1	DEL
144	SIMPLE	false	DEL	1	DEL
145	SIMPLE	false	DEL	1	DEL
146	SIMPLE	false	DEL	1	DEL
147	SIMPLE	false	DEL	1	DEL
148	INCOMPLETE	false	SGL	1	SGL
149	SIMPLE	false	DEL	1	DEL
150	INSERTION	false	LINE	2	SGL=2
151	SIMPLE	false	DEL	1	DEL
152	INCOMPLETE	false	SGL	1	SGL
153	INSERTION	false	LINE	2	SGL=2
154	SIMPLE	false	DEL	1	DEL
155	INCOMPLETE	false	SGL	1	SGL
156	SIMPLE	false	DUP	1	DUP
157	INSERTION	false	LINE	2	SGL=2
158	INCOMPLETE	false	PAIR_OTHER	2	BND=1_INF=1
159	COMPLEX	false	COMPLEX	4	INF=1_INV=1_SGL=2
163	COMPLEX	false	COMPLEX	4	BND=1_INF=1_INV=1_SGL=1
162	SIMPLE	true	DUP	2	INV=2
167	INCOMPLETE	false	PAIR_OTHER	2	BND=2
168	INCOMPLETE	false	SGL	1	SGL
169	SIMPLE	false	DEL	1	DEL
170	SIMPLE	false	DEL	1	DEL
171	INSERTION	false	LINE	3	BND=1_INF=1_SGL=1
172	SIMPLE	false	DUP	1	DUP
173	SIMPLE	false	DUP	1	DUP
174	SIMPLE	false	DUP	1	DUP
175	INCOMPLETE	false	INF	1	INF
176	SIMPLE	false	DEL	1	DEL
177	SIMPLE	false	DEL	1	DEL
178	INSERTION	false	LINE	3	BND=1_DEL=1_SGL=1
179	INCOMPLETE	false	SGL	1	SGL
180	SIMPLE	false	DEL	1	DEL
181	SIMPLE	false	DEL	1	DEL
182	SIMPLE	false	DEL	1	DEL
183	INSERTION	false	LINE	2	BND=1_SGL=1
185	INSERTION	false	LINE	2	SGL=2
187	INCOMPLETE	false	INF	1	INF
188	SIMPLE	false	DEL	1	DEL
190	SIMPLE	false	DEL	1	DEL
196	SIMPLE	false	DEL	1	DEL
202	SIMPLE	false	UNBAL_TRANS	1	BND
203	INCOMPLETE	false	INF	1	INF
205	INCOMPLETE	false	SGL	1	SGL
219	COMPLEX	false	COMPLEX	8	DEL=2_DUP=1_INV=5
215	SIMPLE	false	DEL	1	DEL
222	INCOMPLETE	false	PAIR_OTHER	2	INV=1_SGL=1
224	SIMPLE	false	DUP	1	DUP
225	INCOMPLETE	false	SGL	1	SGL
226	SIMPLE	false	DUP	1	DUP
227	COMPLEX	false	COMPLEX	5	DUP=2_INV=3
229	SIMPLE	false	DEL	1	DEL
232	SIMPLE	false	DEL	1	DEL
233	INSERTION	false	LINE	2	SGL=2
235	SIMPLE	false	DUP	1	DUP
236	INCOMPLETE	false	SGL	1	SGL
241	COMPLEX	false	COMPLEX	9	BND=1_DEL=2_DUP=1_INF=1_INV=4
239	INCOMPLETE	true	SGL	2	INV=1_SGL=1
242	SIMPLE	false	DUP	1	DUP
243	INCOMPLETE	false	PAIR_OTHER	2	DEL=1_INV=1
245	SIMPLE	false	DEL	1	DEL
247	INSERTION	false	LINE	2	SGL=2
248	SIMPLE	false	DEL	1	DEL
